dataset,t,method,tau,B,cand_n,n_chunk,compliance,viol_rate,mean_reward,reward_gap_to_oracle,hit,ndcg,mean_list_risk,p95_risk,bad_exposure_rate,weighted_bad_exposure_mean,risk_weighted_miss_mean
ML-1M,35,Penalty,0.9,2.347123050689697,3533,120,0.925,0.07499999999999996,10.425747176011404,0.037853725751240574,0.03333333333333333,0.013618978610464242,1.3528852444142103,2.5466506242752076,0.075,0.0257048519452413,1.3121169017006953
ML-1M,35,Primal-Dual,0.9,2.347123050689697,3533,120,0.9083333333333333,0.09166666666666667,10.463535559177398,6.53425852465972e-05,0.03333333333333333,0.01480168139164473,1.5705555363247792,2.900080168247223,0.09166666666666666,0.063572522799174,1.5150735764453809
ML-1M,35,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.464706067244212,-0.0011051654815670275,0.03333333333333333,0.01480168139164473,1.5801508251577616,2.943501853942871,0.1,0.07064455509185792,1.5246688652783633
ML-1M,35,OC-Quota,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.448358515898386,0.015242385864258523,0.03333333333333333,0.015892762671406876,1.5370074017594257,2.6118387818336486,0.09166666666666666,0.029063883225123096,1.477977111811439
ML-1M,36,Penalty,0.9,2.347123050689697,3533,120,0.8833333333333333,0.1166666666666667,10.422330419222513,0.0394494851430256,0.08333333333333333,0.04216812750288805,1.343760133162141,2.7964072227478027,0.11666666666666667,0.05343907793362936,1.2537219021469355
ML-1M,36,Primal-Dual,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.46356049378713,-0.0017805894215907614,0.075,0.03855727420800088,1.5721690323203803,3.249276900291443,0.1,0.11351209640502932,1.4755597980072102
ML-1M,36,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.46356049378713,-0.0017805894215907614,0.075,0.03855727420800088,1.5721690323203803,3.249276900291443,0.1,0.11351209640502932,1.4755597980072102
ML-1M,36,OC-Quota,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.42469663619995,0.03708326816558838,0.075,0.03855727420800088,1.4768203900506098,2.501420521736145,0.1,0.021869009335835785,1.3802111557374397
ML-1M,37,Penalty,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.421337938308715,0.0409232258796699,0.03333333333333333,0.015616581232616843,1.3237963195890188,2.6788685679435726,0.1,0.037971279621124274,1.285575501744946
ML-1M,37,Primal-Dual,0.9,2.347123050689697,3533,120,0.9083333333333333,0.09166666666666667,10.462261164188385,0.0,0.041666666666666664,0.01778564527713091,1.5770589772611856,3.217269372940063,0.08333333333333333,0.07871812780698141,1.5029091461251178
ML-1M,37,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9083333333333333,0.09166666666666667,10.462261164188385,0.0,0.041666666666666664,0.01778564527713091,1.5770589772611856,3.217269372940063,0.08333333333333333,0.07871812780698141,1.5029091461251178
ML-1M,37,OC-Quota,0.9,2.347123050689697,3533,120,0.9166666666666666,0.08333333333333337,10.430198260148366,0.032062904040019546,0.03333333333333333,0.015277061979931067,1.5013266348590453,2.456887626647949,0.08333333333333333,0.017967712879180916,1.4582252426693836
ML-1M,38,Penalty,0.9,2.347123050689697,3533,120,0.9166666666666666,0.08333333333333337,10.41763687133789,0.03696284691492657,0.075,0.03497242902511125,1.3884785922865073,2.692555975914001,0.08333333333333333,0.05096346735954285,1.32165008187294
ML-1M,38,Primal-Dual,0.9,2.347123050689697,3533,120,0.9166666666666666,0.08333333333333337,10.453575360774995,0.0010243574778225906,0.08333333333333333,0.03394800168365226,1.60401427273949,3.1353534221649166,0.08333333333333333,0.10037796099980673,1.5138445310294628
ML-1M,38,QuotaGateV6,0.9,2.347123050689697,3533,120,0.925,0.07499999999999996,10.452537008126576,0.0020627101262409298,0.08333333333333333,0.03394800168365226,1.6021777860820294,3.1353534221649166,0.075,0.09944274743398031,1.5120080443720023
ML-1M,38,OC-Quota,0.9,2.347123050689697,3533,120,0.875,0.125,10.419695095221202,0.03490462303161479,0.075,0.031539128131003194,1.5470048400262992,2.6997763872146603,0.125,0.04018279910087587,1.4760709735254447
ML-1M,39,Penalty,0.9,2.347123050689697,3533,120,0.8416666666666667,0.15833333333333333,10.622733195622763,0.03128180901209454,0.075,0.034717800122903895,1.5698560486237207,3.0532110095024105,0.15,0.0997802797953288,1.4693307489156724
ML-1M,39,Primal-Dual,0.9,2.347123050689697,3533,120,0.85,0.15000000000000002,10.668464720249176,-0.014449715614318848,0.06666666666666667,0.0359321065362581,1.8428014727930229,3.527317857742309,0.14166666666666666,0.17502595146497094,1.739509604126215
ML-1M,39,QuotaGateV6,0.9,2.347123050689697,3533,120,0.85,0.15000000000000002,10.668464720249176,-0.014449715614318848,0.06666666666666667,0.0359321065362581,1.8428014727930229,3.527317857742309,0.14166666666666666,0.17502595146497094,1.739509604126215
ML-1M,39,OC-Quota,0.9,2.347123050689697,3533,120,0.8833333333333333,0.1166666666666667,10.588968575000763,0.06504642963409424,0.06666666666666667,0.03521691643983676,1.693619574358066,2.651623523235321,0.11666666666666667,0.031336767673492444,1.6004650888343652
ML-1M,40,Penalty,0.9,2.347123050689697,3533,120,0.9166666666666666,0.08333333333333337,10.604987974961599,0.03891936540603602,0.075,0.039777450204756745,1.360379241158565,2.6950546741485595,0.08333333333333333,0.04866333007812502,1.2780358088513215
ML-1M,40,Primal-Dual,0.9,2.347123050689697,3533,120,0.9333333333333333,0.06666666666666665,10.641268380482991,0.00263895988464391,0.06666666666666667,0.03657088088215395,1.591895585755507,3.0269783496856686,0.06666666666666667,0.08700898925463359,1.5069392954309782
ML-1M,40,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9333333333333333,0.06666666666666665,10.641268380482991,0.00263895988464391,0.06666666666666667,0.03657088088215395,1.591895585755507,3.0269783496856686,0.06666666666666667,0.08700898925463359,1.5069392954309782
ML-1M,40,OC-Quota,0.9,2.347123050689697,3533,120,0.8916666666666667,0.10833333333333328,10.612266023953756,0.031641316413878684,0.06666666666666667,0.03657088088215395,1.534845885137717,2.5309393763542176,0.1,0.02211887995402019,1.4485966011881828
ML-1M,41,Penalty,0.9,2.347123050689697,3533,120,0.9333333333333333,0.06666666666666665,10.535912573337555,0.0436182856559757,0.025,0.013519984663760176,1.319365030527115,2.450785052776337,0.06666666666666667,0.022593254248301196,1.3007276480396588
ML-1M,41,Primal-Dual,0.9,2.347123050689697,3533,120,0.925,0.07499999999999996,10.578586292266845,0.0009445667266856361,0.025,0.014079504337011295,1.5780865140259266,2.9487285971641537,0.075,0.0672488522529602,1.5578310062487921
ML-1M,41,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9333333333333333,0.06666666666666665,10.577525854110718,0.0020050048828128553,0.025,0.014079504337011295,1.5739856647948425,2.9487285971641537,0.06666666666666667,0.06499348322550456,1.5537301570177078
ML-1M,41,OC-Quota,0.9,2.347123050689697,3533,120,0.9166666666666666,0.08333333333333337,10.556195640563965,0.02333521842956543,0.025,0.014079504337011295,1.524902368336916,2.444050431251526,0.08333333333333333,0.01701975067456564,1.5046468605597814
ML-1M,42,Penalty,0.9,2.347123050689697,3533,120,0.8583333333333333,0.14166666666666672,10.557908403873444,0.0306738018989563,0.05,0.027713468358763142,1.389074372810622,2.7509859681129454,0.14166666666666666,0.05176091154416403,1.327465955230097
ML-1M,42,Primal-Dual,0.9,2.347123050689697,3533,120,0.8583333333333333,0.14166666666666672,10.597772796948751,-0.009190591176350793,0.05,0.027904083806885544,1.6307591190561652,3.2943379759788507,0.14166666666666666,0.13140976389249168,1.5628281770274044
ML-1M,42,QuotaGateV6,0.9,2.347123050689697,3533,120,0.8583333333333333,0.14166666666666672,10.597772796948751,-0.009190591176350793,0.05,0.027904083806885544,1.6307591190561652,3.2943379759788507,0.14166666666666666,0.13140976389249168,1.5628281770274044
ML-1M,42,OC-Quota,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.54846685330073,0.04011535247166975,0.05,0.027904083806885544,1.519615732692182,2.5808812856674193,0.09166666666666666,0.020203593174616504,1.4461460111662745
ML-1M,43,Penalty,0.9,2.347123050689697,3533,120,0.925,0.07499999999999996,10.389494156837463,0.03163901567459071,0.09166666666666666,0.03291680772358642,1.2760026078671216,2.43534175157547,0.075,0.015476086934407558,1.1638851954291265
ML-1M,43,Primal-Dual,0.9,2.347123050689697,3533,120,0.925,0.07499999999999996,10.419610289732615,0.0015228827794384614,0.08333333333333333,0.032147841864266904,1.469599636644125,2.8805516958236694,0.075,0.05834706743558248,1.363224366803964
ML-1M,43,QuotaGateV6,0.9,2.347123050689697,3533,120,0.925,0.07499999999999996,10.419610289732615,0.0015228827794384614,0.08333333333333333,0.032147841864266904,1.469599636644125,2.8805516958236694,0.075,0.05834706743558248,1.363224366803964
ML-1M,43,OC-Quota,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.402449969450632,0.01868320306142124,0.075,0.029738968311617833,1.430480591704448,2.5498448014259334,0.1,0.026334386666615812,1.3428249513109525
ML-1M,44,Penalty,0.9,2.347123050689697,3533,120,0.8916666666666667,0.10833333333333328,10.44449192682902,0.03614558776219745,0.06666666666666667,0.042005470121505725,1.381689551472664,2.797531509399414,0.10833333333333334,0.05832745472590129,1.3269916261235872
ML-1M,44,Primal-Dual,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.481931853294373,-0.0012943387031558728,0.08333333333333333,0.04639813198345046,1.6092545787493389,3.394493877887726,0.1,0.10809350967407229,1.521236520508925
ML-1M,44,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.481931853294373,-0.0012943387031558728,0.08333333333333333,0.04639813198345046,1.6092545787493389,3.394493877887726,0.1,0.10809350967407229,1.521236520508925
ML-1M,44,OC-Quota,0.9,2.347123050689697,3533,120,0.9416666666666667,0.05833333333333335,10.443306255340577,0.037331259250640514,0.08333333333333333,0.04639813198345046,1.5035665462414423,2.361520516872406,0.058333333333333334,0.009554797013600673,1.4155484880010287
ML-1M,45,Penalty,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.791932038466136,0.03672429323196447,0.075,0.052331066364087665,1.5041917664309343,2.724578475952147,0.1,0.0509709652264913,1.4171641034384568
ML-1M,45,Primal-Dual,0.9,2.347123050689697,3533,120,0.8833333333333333,0.1166666666666667,10.832946507136027,-0.0042901754379265356,0.075,0.04973948193511397,1.7361052898069222,3.461852753162384,0.11666666666666667,0.12206904013951621,1.6332939617335795
ML-1M,45,QuotaGateV6,0.9,2.347123050689697,3533,120,0.8833333333333333,0.1166666666666667,10.832946507136027,-0.0042901754379265356,0.075,0.04973948193511397,1.7361052898069222,3.461852753162384,0.11666666666666667,0.12206904013951621,1.6332939617335795
ML-1M,45,OC-Quota,0.9,2.347123050689697,3533,120,0.8416666666666667,0.15833333333333333,10.78817362387975,0.040482707818350505,0.075,0.04973948193511397,1.6543640432258446,2.696994364261627,0.15833333333333333,0.04629543940226239,1.5515527151525021
ML-1M,46,Penalty,0.9,2.347123050689697,3533,120,0.8833333333333333,0.1166666666666667,10.698413070042928,0.042616033554077504,0.058333333333333334,0.035664399697420995,1.4547949939966203,2.6454776406288145,0.11666666666666667,0.06211345116297406,1.3869871710737547
ML-1M,46,Primal-Dual,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.742312860488891,-0.0012837568918850906,0.058333333333333334,0.036386576752054436,1.726173235476017,3.2322575926780694,0.1,0.13597368955612185,1.6463501259684563
ML-1M,46,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9,0.09999999999999998,10.742312860488891,-0.0012837568918850906,0.058333333333333334,0.036386576752054436,1.726173235476017,3.2322575926780694,0.1,0.13597368955612185,1.6463501259684563
ML-1M,46,OC-Quota,0.9,2.347123050689697,3533,120,0.8583333333333333,0.14166666666666672,10.696887326240539,0.04414177735646696,0.058333333333333334,0.036386576752054436,1.613267087439696,2.616075849533081,0.14166666666666666,0.024913823207219455,1.5334439779321352
ML-1M,47,Penalty,0.9,2.347123050689697,3533,120,0.8916666666666667,0.10833333333333328,10.725904627641041,0.034375301996867336,0.08333333333333333,0.04027634618208435,1.3904018400857845,2.524860441684723,0.10833333333333334,0.0334548556804657,1.3051290101061264
ML-1M,47,Primal-Dual,0.9,2.347123050689697,3533,120,0.8916666666666667,0.10833333333333328,10.763089636961618,-0.002809707323709887,0.08333333333333333,0.04312145822834507,1.6384486487756174,3.2203267812728877,0.10833333333333334,0.1050516947110494,1.531905801470081
ML-1M,47,QuotaGateV6,0.9,2.347123050689697,3533,120,0.8916666666666667,0.10833333333333328,10.763089636961618,-0.002809707323709887,0.08333333333333333,0.04312145822834507,1.6384486487756174,3.2203267812728877,0.10833333333333334,0.1050516947110494,1.531905801470081
ML-1M,47,OC-Quota,0.9,2.347123050689697,3533,120,0.9083333333333333,0.09166666666666667,10.731801974773408,0.028477954864500887,0.08333333333333333,0.04312145822834507,1.5364919514705737,2.520566487312317,0.09166666666666666,0.01740408619244894,1.4299491041650374
ML-1M,48,Penalty,0.9,2.347123050689697,3533,120,0.8416666666666667,0.15833333333333333,10.584891398747763,0.020452642440794477,0.075,0.038055097573932786,1.3531338766217231,2.966655135154724,0.15,0.0765214765071869,1.2675045860310397
ML-1M,48,Primal-Dual,0.9,2.347123050689697,3533,120,0.85,0.15000000000000002,10.619539260864258,-0.014195219675700699,0.06666666666666667,0.035801122600559815,1.573375476896763,3.4970090270042418,0.14166666666666666,0.14635009725888573,1.4924928297599156
ML-1M,48,QuotaGateV6,0.9,2.347123050689697,3533,120,0.8666666666666667,0.1333333333333333,10.615637755393982,-0.010293714205424465,0.06666666666666667,0.035801122600559815,1.5640674188733101,3.4970090270042418,0.125,0.13752669890721642,1.483184771736463
ML-1M,48,OC-Quota,0.9,2.347123050689697,3533,120,0.95,0.050000000000000044,10.56642263730367,0.03892140388488663,0.075,0.038388284930215184,1.4202310269077618,2.34756076335907,0.05,0.01149473071098328,1.32902672290802
ML-1M,49,Penalty,0.9,2.347123050689697,3533,120,0.9333333333333333,0.06666666666666665,10.532219485441844,0.033507776260375266,0.1,0.03537860221610019,1.3320607336858907,2.4168587684631344,0.06666666666666667,0.03983001351356507,1.2533896133303641
ML-1M,49,Primal-Dual,0.9,2.347123050689697,3533,120,0.9416666666666667,0.05833333333333335,10.561364074548086,0.004363187154133641,0.08333333333333333,0.03066434097033477,1.5226092313726742,3.0824188470840452,0.058333333333333334,0.07108896136283875,1.4551274657249451
ML-1M,49,QuotaGateV6,0.9,2.347123050689697,3533,120,0.9583333333333334,0.04166666666666663,10.558421226342519,0.007306035359700758,0.08333333333333333,0.03066434097033477,1.5071937774618467,2.320611834526062,0.041666666666666664,0.05873218973477681,1.4397120118141173
ML-1M,49,OC-Quota,0.9,2.347123050689697,3533,120,0.8833333333333333,0.1166666666666667,10.547932227452597,0.017795034249623143,0.08333333333333333,0.030444340549769428,1.5111394797762234,2.694316327571869,0.10833333333333334,0.049958151976267504,1.4400131165981294
ML-20M,0,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.840891733169556,0.020937743186950186,0.08,0.03779549446681619,0.6078466010093689,1.0808188378810881,0.1,0.018785451054573046,0.5669372239708901
ML-20M,0,Primal-Dual,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.85928873538971,0.002540740966797017,0.07,0.03722596397354554,0.6884846591949463,1.3125729501247405,0.07,0.03759041202068327,0.6467663151025772
ML-20M,0,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.861261248588562,0.000568227767944407,0.07,0.03722596397354554,0.6937903505563736,1.3125729501247405,0.09,0.04196934902667998,0.6520720064640045
ML-20M,0,OC-Quota,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.834202418327331,0.02762705802917509,0.06,0.03091666643783096,0.6498594588041305,0.9887892216444014,0.07,0.006186074733734122,0.621255316734314
ML-20M,1,Penalty,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.611241254806519,0.01879952907562199,0.1,0.03375234953878846,0.6054826411604881,0.9784562736749645,0.06,0.014092319369316092,0.5543001824617386
ML-20M,1,Primal-Dual,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.630329999923706,-0.00028921604156550984,0.1,0.03312285996082975,0.6803961974382401,1.1623137056827544,0.1,0.030667326450347882,0.6221275508403779
ML-20M,1,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.63004078388214,0.0,0.1,0.03312285996082975,0.6789631682634354,1.1623137056827544,0.09,0.029782187581062304,0.6206945216655732
ML-20M,1,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.60935619354248,0.020684590339660858,0.1,0.032816403759564544,0.6574491107463837,1.0343676030635833,0.09,0.00872895324230193,0.5984678930044174
ML-20M,2,Penalty,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.684550881385803,0.017044730186462687,0.1,0.04325796546477665,0.5718952752649784,0.9736430555582046,0.06,0.0042784157991409225,0.5197934953868389
ML-20M,2,Primal-Dual,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.701567859649659,2.7751922607066604e-05,0.13,0.05248779945616274,0.6425573661923408,1.1938359975814818,0.09,0.024585724711418136,0.567763178050518
ML-20M,2,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.70066071510315,0.0009348964691167083,0.13,0.05248779945616274,0.6376200619339943,1.179789489507675,0.07,0.02010356676578521,0.5628258737921715
ML-20M,2,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.696943006515504,0.004652605056762127,0.13,0.05248779945616274,0.6324775466322898,1.0777604103088376,0.09,0.013544439315795886,0.5569857749342918
ML-20M,3,Penalty,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.837686152458192,0.0198916435241685,0.11,0.050878278451037914,0.5965529437363147,0.9615724712610243,0.04,0.010818720102310175,0.5368083132803441
ML-20M,3,Primal-Dual,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.858152117729187,-0.0005743217468268114,0.11,0.05390114591177188,0.6738846938312054,1.2203912019729615,0.09,0.028852399230003344,0.6066890616714954
ML-20M,3,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.858152117729187,-0.0005743217468268114,0.11,0.05390114591177188,0.6738846938312054,1.2203912019729615,0.09,0.028852399230003344,0.6066890616714954
ML-20M,3,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,9.83936909198761,0.018208703994750053,0.11,0.054224179288465395,0.6557878701388836,1.0104997158050537,0.12,0.008390365362167342,0.5916351254284382
ML-20M,4,Penalty,0.9,0.9630447268486024,20720,100,0.84,0.16000000000000003,9.924763174057007,0.0053789615631103516,0.06,0.025423068437989613,0.666451412960887,1.189653819799423,0.16,0.02997098958492277,0.6351862513273955
ML-20M,4,Primal-Dual,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.939757509231567,-0.009615373611449485,0.05,0.0232118964697834,0.7368750467151404,1.3098016321659087,0.15,0.04837950408458708,0.7091757487505674
ML-20M,4,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.83,0.17000000000000004,9.94128809928894,-0.011145963668822034,0.05,0.0232118964697834,0.7434014382213354,1.341522467136383,0.17,0.05382826697826383,0.7157021402567625
ML-20M,4,OC-Quota,0.9,0.9630447268486024,20720,100,0.86,0.14,9.904706778526306,0.025435357093812172,0.05,0.0232118964697834,0.6989939823001623,1.0687413334846496,0.14,0.011882604002952556,0.6712946843355894
ML-20M,5,Penalty,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.74823459148407,0.016598958969115785,0.13,0.05644928993258357,0.5919820311665535,0.9617882937192915,0.05,0.008332894444465631,0.5296565955877304
ML-20M,5,Primal-Dual,0.9,0.9630447268486024,20720,100,0.96,0.040000000000000036,9.763182406425477,0.0016511440277096057,0.12,0.04896777705947104,0.6552362245321274,0.9599586844444274,0.04,0.013739133119583125,0.5931777825951576
ML-20M,5,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.96,0.040000000000000036,9.763182406425477,0.0016511440277096057,0.12,0.04896777705947104,0.6552362245321274,0.9599586844444274,0.04,0.013739133119583125,0.5931777825951576
ML-20M,5,OC-Quota,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.757900142669678,0.006933407783508372,0.12,0.04896777705947104,0.6473824048042297,0.9608001679182052,0.05,0.0044577157497405935,0.58532396286726
ML-20M,6,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.839523928165436,0.014922409057616548,0.07,0.03469675255111248,0.6495320419967174,1.0804952502250669,0.1,0.015954622626304614,0.611032348126173
ML-20M,6,Primal-Dual,0.9,0.9630447268486024,20720,100,0.87,0.13,9.857566254138947,-0.003119916915894194,0.07,0.036392828304827936,0.715901752114296,1.3876068592071533,0.12,0.04376207304000853,0.6717165070772171
ML-20M,6,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.88,0.12,9.857042715549468,-0.0025963783264160156,0.07,0.036392828304827936,0.7148237317800522,1.3876068592071533,0.11,0.04345247542858122,0.6706384867429733
ML-20M,6,OC-Quota,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.834968364238739,0.01947797298431375,0.07,0.035678949000339806,0.6778747856616973,1.0340632677078248,0.15,0.009621485471725444,0.6386161822080613
ML-20M,7,Penalty,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.980027780532836,0.016017484664917703,0.1,0.044103626076388104,0.5780634886026382,1.021375739574432,0.08,0.015347999811172474,0.5424008563160896
ML-20M,7,Primal-Dual,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.99562629699707,0.00041896820068387797,0.11,0.04830942475516429,0.6415193316340446,1.1227504491806028,0.08,0.0318194704055786,0.5956114456057549
ML-20M,7,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.99562629699707,0.00041896820068387797,0.11,0.04830942475516429,0.6415193316340446,1.1227504491806028,0.08,0.0318194704055786,0.5956114456057549
ML-20M,7,OC-Quota,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.980139064788819,0.01590620040893498,0.11,0.04830942475516429,0.62051354855299,1.0177301049232483,0.1,0.006643725633621203,0.5727599933743477
ML-20M,8,Penalty,0.9,0.9630447268486024,20720,100,0.87,0.13,9.621314916610718,0.01340996742248457,0.07,0.04776201766997367,0.6449446433782577,1.120138394832611,0.13,0.018354480147361737,0.6128454184532166
ML-20M,8,Primal-Dual,0.9,0.9630447268486024,20720,100,0.86,0.14,9.639007143974304,-0.0042822599411014295,0.08,0.04577231762661348,0.7111442425847053,1.3344661533832547,0.14,0.045914752125740026,0.6708287483453751
ML-20M,8,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.639711499214172,-0.004986615180969878,0.08,0.04577231762661348,0.7139318832755088,1.3344661533832547,0.15,0.04809440016746519,0.6736163890361786
ML-20M,8,OC-Quota,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.618521900177003,0.016202983856199893,0.08,0.04577231762661348,0.6703226760029792,1.0085139513015746,0.08,0.007959803819656362,0.630007181763649
ML-20M,9,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.793243803977965,0.016270396709442636,0.05,0.01955200841066355,0.6123472799360752,1.0073259472846983,0.09,0.014076304674148547,0.5805888922512531
ML-20M,9,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.811066572666169,-0.0015523719787609025,0.04,0.02047171430523103,0.6862943975627422,1.2547884583473203,0.11,0.035118756651878344,0.6610103119909764
ML-20M,9,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.88,0.12,9.811849844455718,-0.0023356437683101916,0.04,0.02047171430523103,0.6898426096141338,1.295736587047577,0.12,0.03848196697235106,0.6645585240423679
ML-20M,9,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.787286717891693,0.022227482795715403,0.05,0.02336236256840991,0.6608048985898495,1.0260377526283264,0.09,0.007164086341857898,0.626037667542696
ML-20M,10,Penalty,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.900178594589233,0.01643502712249756,0.07,0.02505727239598269,0.572980952039361,1.001792177557945,0.06,0.020778583645820605,0.5274611318856478
ML-20M,10,Primal-Dual,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.914039158821106,0.0025744628906245737,0.06,0.021682005032706734,0.6360967630892992,1.0644728302955622,0.06,0.032141442060470565,0.5988733918219805
ML-20M,10,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.916013779640197,0.0005998420715336295,0.06,0.020708572785306134,0.6413215131312608,1.2023938179016112,0.07,0.03484876286983489,0.6028607583791018
ML-20M,10,OC-Quota,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.886383457183838,0.030230164527893066,0.07,0.02360366861025095,0.6117182392627001,1.0243836045265198,0.06,0.006501565933227531,0.5637812644988298
ML-20M,11,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.864991393089294,0.01728137969970689,0.03,0.012354594566750744,0.5953777828812599,1.0698953747749327,0.09,0.014227200388908375,0.584623906314373
ML-20M,11,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.884210810661315,-0.001938037872314169,0.04,0.015423927395405665,0.6713799685239792,1.3109405934810638,0.11,0.04484439945220945,0.6553749921917915
ML-20M,11,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.883549065589905,-0.001276292800904244,0.04,0.015423927395405665,0.6700672340393067,1.3109405934810638,0.1,0.0446087062358856,0.654062257707119
ML-20M,11,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.863932232856751,0.018340539932250266,0.04,0.015423927395405665,0.6341766041517257,1.0178629517555235,0.1,0.009618286490440355,0.6181716278195382
ML-20M,12,Penalty,0.9,0.9630447268486024,20720,100,0.83,0.17000000000000004,9.950504446029663,0.011057405471801118,0.07,0.0329913025684213,0.6592455780506135,1.1694961607456207,0.17,0.03113212060928342,0.6321506194770337
ML-20M,12,Primal-Dual,0.9,0.9630447268486024,20720,100,0.84,0.16000000000000003,9.970125045776367,-0.008563194274902486,0.07,0.0329913025684213,0.7467660799622535,1.5684335350990295,0.16,0.06879523253440854,0.7157695400714874
ML-20M,12,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.82,0.18000000000000005,9.9719908618927,-0.010429010391234783,0.07,0.0329913025684213,0.7521845379471779,1.5684335350990295,0.18,0.0725379304885864,0.7211879980564118
ML-20M,12,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.922130708694459,0.03943114280700577,0.07,0.0329913025684213,0.6812834170460701,1.0518266081809997,0.09,0.010227864623069752,0.650286877155304
ML-20M,13,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.738094220161438,0.017668104171752574,0.11,0.04485327146880376,0.6169278110563755,1.1418495833873747,0.09,0.03521998965740202,0.558918053805828
ML-20M,13,Primal-Dual,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.754892725944519,0.0008695983886717329,0.09,0.03729463548206268,0.6822796036303044,1.1944394469261168,0.08,0.05530576395988463,0.6322514492273331
ML-20M,13,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.75576232433319,0.0,0.09,0.03729463548206268,0.6850677604973316,1.1944394469261168,0.09,0.05758220040798186,0.6350396060943604
